fips,year,n_wet_corr,share_wet_corr,n_aug_corr,share_aug_corr
05041,2008,4,0.8,4,0.5714
05041,2009,4,0.8,4,0.5714
05041,2010,4,0.8,4,0.5714
05041,2011,4,0.8,4,0.5714
05041,2012,4,0.8,4,0.5714
05041,2013,4,0.8,4,0.5714
05041,2014,4,0.8,4,0.5714
05041,2015,4,0.8,4,0.5714
05041,2016,4,0.8,4,0.5714
05041,2017,4,0.8,4,0.5714
05041,2018,4,0.8,4,0.5714
05041,2019,4,0.8,4,0.5714
05041,2020,4,0.8,4,0.5714
05041,2021,4,0.8,4,0.5714
05041,2022,4,0.8,4,0.5714
05041,2023,4,0.8,4,0.5714
05043,2008,3,0.5,3,0.5
05043,2009,3,0.5,3,0.5
05043,2010,3,0.5,3,0.5
05043,2011,3,0.5,3,0.5
05043,2012,3,0.5,3,0.5
05043,2013,3,0.5,3,0.5
05043,2014,3,0.5,3,0.5
05043,2015,3,0.5,3,0.5
05043,2016,3,0.5,3,0.5
05043,2017,3,0.5,3,0.5
05043,2018,3,0.5,3,0.5
05043,2019,3,0.5,3,0.5
05043,2020,3,0.5,3,0.5
05043,2021,3,0.5,3,0.5
05043,2022,3,0.5,3,0.5
05043,2023,3,0.5,3,0.5
05045,2008,2,0.2857,2,0.2857
05045,2009,2,0.2857,2,0.2857
05045,2010,2,0.2857,2,0.2857
05045,2011,2,0.2857,2,0.2857
05045,2012,2,0.2857,2,0.2857
05045,2013,2,0.2857,2,0.2857
05045,2014,2,0.2857,2,0.2857
05045,2015,2,0.2857,2,0.2857
05045,2016,2,0.2857,2,0.2857
05045,2017,2,0.2857,2,0.2857
05045,2018,2,0.2857,2,0.2857
05045,2019,2,0.2857,2,0.2857
05045,2020,3,0.4286,3,0.4286
05045,2021,3,0.4286,3,0.4286
05045,2022,3,0.4286,3,0.4286
05045,2023,3,0.4286,3,0.4286
05047,2008,2,0.4,2,0.4
05047,2009,2,0.4,2,0.4
05047,2010,2,0.4,2,0.4
05047,2011,2,0.4,2,0.4
05047,2012,3,0.6,3,0.6
05047,2013,3,0.6,3,0.6
05047,2014,3,0.6,3,0.6
05047,2015,3,0.6,3,0.6
05047,2016,3,0.6,3,0.6
05047,2017,3,0.6,3,0.6
05047,2018,3,0.6,3,0.6
05047,2019,3,0.6,3,0.6
05047,2020,3,0.6,3,0.6
05047,2021,3,0.6,3,0.6
05047,2022,3,0.6,3,0.6
05047,2023,3,0.6,3,0.6
05049,2008,1,0.3333,4,0.6667
05049,2009,1,0.3333,4,0.6667
05049,2010,1,0.3333,4,0.6667
05049,2011,1,0.3333,4,0.6667
05049,2012,2,0.6667,5,0.8333
05049,2013,2,0.6667,5,0.8333
05049,2014,2,0.6667,5,0.8333
05049,2015,2,0.6667,5,0.8333
05049,2016,2,0.6667,5,0.8333
05049,2017,2,0.6667,5,0.8333
05049,2018,2,0.6667,5,0.8333
05049,2019,2,0.6667,5,0.8333
05049,2020,2,0.6667,5,0.8333
05049,2021,2,0.6667,5,0.8333
05049,2022,2,0.6667,5,0.8333
05049,2023,2,0.6667,5,0.8333
05051,2008,0,0.0,0,0.0
05051,2009,0,0.0,0,0.0
05051,2010,0,0.0,0,0.0
05051,2011,0,0.0,0,0.0
05051,2012,0,0.0,0,0.0
05051,2013,0,0.0,0,0.0
05051,2014,1,0.2,1,0.2
05051,2015,1,0.2,1,0.2
05051,2016,1,0.2,1,0.2
05051,2017,1,0.2,1,0.2
05051,2018,1,0.2,1,0.2
05051,2019,1,0.2,1,0.2
05051,2020,1,0.2,1,0.2
05051,2021,1,0.2,1,0.2
05051,2022,2,0.4,2,0.4
05051,2023,2,0.4,2,0.4
05053,2008,4,0.6667,4,0.6667
05053,2009,4,0.6667,4,0.6667
05053,2010,4,0.6667,4,0.6667
05053,2011,4,0.6667,4,0.6667
05053,2012,4,0.6667,4,0.6667
05053,2013,4,0.6667,4,0.6667
05053,2014,5,0.8333,5,0.8333
05053,2015,5,0.8333,5,0.8333
05053,2016,5,0.8333,5,0.8333
05053,2017,5,0.8333,5,0.8333
05053,2018,5,0.8333,5,0.8333
05053,2019,5,0.8333,5,0.8333
05053,2020,5,0.8333,5,0.8333
05053,2021,5,0.8333,5,0.8333
05053,2022,6,1.0,6,1.0
05053,2023,6,1.0,6,1.0
05055,2008,0,0.0,1,0.2
05055,2009,0,0.0,1,0.2
05055,2010,0,0.0,1,0.2
05055,2011,0,0.0,1,0.2
05055,2012,0,0.0,1,0.2
05055,2013,0,0.0,1,0.2
05055,2014,0,0.0,1,0.2
05055,2015,0,0.0,1,0.2
05055,2016,0,0.0,1,0.2
05055,2017,0,0.0,1,0.2
05055,2018,1,0.25,2,0.4
05055,2019,1,0.25,2,0.4
05055,2020,1,0.25,2,0.4
05055,2021,1,0.25,2,0.4
05055,2022,1,0.25,2,0.4
05055,2023,1,0.25,2,0.4
05057,2008,1,0.1667,1,0.1667
05057,2009,1,0.1667,1,0.1667
05057,2010,1,0.1667,1,0.1667
05057,2011,1,0.1667,1,0.1667
05057,2012,1,0.1667,1,0.1667
05057,2013,1,0.1667,1,0.1667
05057,2014,1,0.1667,1,0.1667
05057,2015,1,0.1667,1,0.1667
05057,2016,2,0.3333,2,0.3333
05057,2017,2,0.3333,2,0.3333
05057,2018,2,0.3333,2,0.3333
05057,2019,2,0.3333,2,0.3333
05057,2020,2,0.3333,2,0.3333
05057,2021,2,0.3333,2,0.3333
05057,2022,2,0.3333,2,0.3333
05057,2023,2,0.3333,2,0.3333
05059,2008,2,0.3333,2,0.3333
05059,2009,2,0.3333,2,0.3333
05059,2010,3,0.5,3,0.5
05059,2011,3,0.5,3,0.5
05059,2012,3,0.5,3,0.5
05059,2013,3,0.5,3,0.5
05059,2014,4,0.6667,4,0.6667
05059,2015,4,0.6667,4,0.6667
05059,2016,4,0.6667,4,0.6667
05059,2017,4,0.6667,4,0.6667
05059,2018,4,0.6667,4,0.6667
05059,2019,4,0.6667,4,0.6667
05059,2020,4,0.6667,4,0.6667
05059,2021,4,0.6667,4,0.6667
05059,2022,4,0.6667,4,0.6667
05059,2023,4,0.6667,4,0.6667
05061,2008,0,0.0,0,0.0
05061,2009,0,0.0,0,0.0
05061,2010,0,0.0,0,0.0
05061,2011,0,0.0,0,0.0
05061,2012,0,0.0,0,0.0
05061,2013,0,0.0,0,0.0
05061,2014,0,0.0,0,0.0
05061,2015,0,0.0,0,0.0
05061,2016,1,0.1667,1,0.1667
05061,2017,1,0.1667,1,0.1667
05061,2018,1,0.1667,1,0.1667
05061,2019,1,0.1667,1,0.1667
05061,2020,2,0.3333,2,0.3333
05061,2021,2,0.3333,2,0.3333
05061,2022,3,0.5,3,0.5
05061,2023,3,0.5,3,0.5
05063,2008,1,0.1429,1,0.1429
05063,2009,1,0.1429,1,0.1429
05063,2010,1,0.1429,1,0.1429
05063,2011,1,0.1429,1,0.1429
05063,2012,2,0.2857,2,0.2857
05063,2013,2,0.2857,2,0.2857
05063,2014,2,0.2857,2,0.2857
05063,2015,2,0.2857,2,0.2857
05063,2016,2,0.2857,2,0.2857
05063,2017,2,0.2857,2,0.2857
05063,2018,2,0.2857,2,0.2857
05063,2019,2,0.2857,2,0.2857
05063,2020,2,0.2857,2,0.2857
05063,2021,2,0.2857,2,0.2857
05063,2022,2,0.2857,2,0.2857
05063,2023,2,0.2857,2,0.2857
05065,2008,1,0.2,1,0.2
05065,2009,1,0.2,1,0.2
05065,2010,1,0.2,1,0.2
05065,2011,1,0.2,1,0.2
05065,2012,2,0.4,2,0.4
05065,2013,2,0.4,2,0.4
05065,2014,2,0.4,2,0.4
05065,2015,2,0.4,2,0.4
05065,2016,2,0.4,2,0.4
05065,2017,2,0.4,2,0.4
05065,2018,2,0.4,2,0.4
05065,2019,2,0.4,2,0.4
05065,2020,2,0.4,2,0.4
05065,2021,2,0.4,2,0.4
05065,2022,2,0.4,2,0.4
05065,2023,2,0.4,2,0.4
05067,2008,3,0.4286,3,0.4286
05067,2009,3,0.4286,3,0.4286
05067,2010,3,0.4286,3,0.4286
05067,2011,3,0.4286,3,0.4286
05067,2012,3,0.4286,3,0.4286
05067,2013,3,0.4286,3,0.4286
05067,2014,3,0.4286,3,0.4286
05067,2015,3,0.4286,3,0.4286
05067,2016,3,0.4286,3,0.4286
05067,2017,3,0.4286,3,0.4286
05067,2018,3,0.4286,3,0.4286
05067,2019,3,0.4286,3,0.4286
05067,2020,3,0.4286,3,0.4286
05067,2021,3,0.4286,3,0.4286
05067,2022,3,0.4286,3,0.4286
05067,2023,3,0.4286,3,0.4286
05069,2008,3,0.5,3,0.5
05069,2009,3,0.5,3,0.5
05069,2010,3,0.5,3,0.5
05069,2011,3,0.5,3,0.5
05069,2012,3,0.5,3,0.5
05069,2013,3,0.5,3,0.5
05069,2014,3,0.5,3,0.5
05069,2015,3,0.5,3,0.5
05069,2016,3,0.5,3,0.5
05069,2017,3,0.5,3,0.5
05069,2018,3,0.5,3,0.5
05069,2019,3,0.5,3,0.5
05069,2020,3,0.5,3,0.5
05069,2021,3,0.5,3,0.5
05069,2022,3,0.5,3,0.5
05069,2023,3,0.5,3,0.5
05071,2008,2,0.4,2,0.4
05071,2009,2,0.4,2,0.4
05071,2010,2,0.4,2,0.4
05071,2011,2,0.4,2,0.4
05071,2012,3,0.6,3,0.6
05071,2013,3,0.6,3,0.6
05071,2014,3,0.6,3,0.6
05071,2015,3,0.6,3,0.6
05071,2016,3,0.6,3,0.6
05071,2017,3,0.6,3,0.6
05071,2018,3,0.6,3,0.6
05071,2019,3,0.6,3,0.6
05071,2020,3,0.6,3,0.6
05071,2021,3,0.6,3,0.6
05071,2022,3,0.6,3,0.6
05071,2023,3,0.6,3,0.6
05073,2008,1,0.25,3,0.5
05073,2009,1,0.25,3,0.5
05073,2010,1,0.25,3,0.5
05073,2011,1,0.25,3,0.5
05073,2012,1,0.25,3,0.5
05073,2013,1,0.25,3,0.5
05073,2014,2,0.5,4,0.6667
05073,2015,2,0.5,4,0.6667
05073,2016,2,0.5,4,0.6667
05073,2017,2,0.5,4,0.6667
05073,2018,2,0.5,4,0.6667
05073,2019,2,0.5,4,0.6667
05073,2020,2,0.5,4,0.6667
05073,2021,2,0.5,4,0.6667
05073,2022,2,0.5,4,0.6667
05073,2023,2,0.5,4,0.6667
05075,2008,2,0.3333,2,0.3333
05075,2009,2,0.3333,2,0.3333
05075,2010,2,0.3333,2,0.3333
05075,2011,2,0.3333,2,0.3333
05075,2012,3,0.5,3,0.5
05075,2013,3,0.5,3,0.5
05075,2014,3,0.5,3,0.5
05075,2015,3,0.5,3,0.5
05075,2016,3,0.5,3,0.5
05075,2017,3,0.5,3,0.5
05075,2018,4,0.6667,4,0.6667
05075,2019,4,0.6667,4,0.6667
05075,2020,4,0.6667,4,0.6667
05075,2021,4,0.6667,4,0.6667
05075,2022,4,0.6667,4,0.6667
05075,2023,4,0.6667,4,0.6667
05077,2008,4,1.0,4,0.8
05077,2009,4,1.0,4,0.8
05077,2010,4,1.0,4,0.8
05077,2011,4,1.0,4,0.8
05077,2012,4,1.0,4,0.8
05077,2013,4,1.0,4,0.8
05077,2014,4,1.0,4,0.8
05077,2015,4,1.0,4,0.8
05077,2016,4,1.0,4,0.8
05077,2017,4,1.0,4,0.8
05077,2018,4,1.0,4,0.8
05077,2019,4,1.0,4,0.8
05077,2020,4,1.0,4,0.8
05077,2021,4,1.0,4,0.8
05077,2022,4,1.0,4,0.8
05077,2023,4,1.0,4,0.8
05079,2008,5,1.0,5,1.0
05079,2009,5,1.0,5,1.0
05079,2010,5,1.0,5,1.0
05079,2011,5,1.0,5,1.0
05079,2012,5,1.0,5,1.0
05079,2013,5,1.0,5,1.0
05079,2014,5,1.0,5,1.0
05079,2015,5,1.0,5,1.0
05079,2016,5,1.0,5,1.0
05079,2017,5,1.0,5,1.0
05079,2018,5,1.0,5,1.0
05079,2019,5,1.0,5,1.0
05079,2020,5,1.0,5,1.0
05079,2021,5,1.0,5,1.0
05079,2022,5,1.0,5,1.0
05079,2023,5,1.0,5,1.0
05081,2008,1,0.25,2,0.3333
05081,2009,1,0.25,2,0.3333
05081,2010,1,0.25,2,0.3333
05081,2011,1,0.25,2,0.3333
05081,2012,1,0.25,2,0.3333
05081,2013,1,0.25,3,0.5
05081,2014,1,0.25,3,0.5
05081,2015,1,0.25,3,0.5
05081,2016,1,0.25,3,0.5
05081,2017,1,0.25,3,0.5
05081,2018,1,0.25,3,0.5
05081,2019,1,0.25,3,0.5
05081,2020,2,0.5,4,0.6667
05081,2021,2,0.5,4,0.6667
05081,2022,2,0.5,4,0.6667
05081,2023,2,0.5,4,0.6667
05083,2008,2,0.3333,2,0.3333
05083,2009,2,0.3333,2,0.3333
05083,2010,2,0.3333,2,0.3333
05083,2011,2,0.3333,2,0.3333
05083,2012,2,0.3333,2,0.3333
05083,2013,2,0.3333,2,0.3333
05083,2014,2,0.3333,2,0.3333
05083,2015,2,0.3333,2,0.3333
05083,2016,2,0.3333,2,0.3333
05083,2017,2,0.3333,2,0.3333
05083,2018,2,0.3333,2,0.3333
05083,2019,2,0.3333,2,0.3333
05083,2020,2,0.3333,2,0.3333
05083,2021,2,0.3333,2,0.3333
05083,2022,2,0.3333,2,0.3333
05083,2023,2,0.3333,2,0.3333
05085,2008,4,0.6667,4,0.6667
05085,2009,4,0.6667,4,0.6667
05085,2010,4,0.6667,4,0.6667
05085,2011,4,0.6667,4,0.6667
05085,2012,4,0.6667,4,0.6667
05085,2013,4,0.6667,4,0.6667
05085,2014,4,0.6667,4,0.6667
05085,2015,4,0.6667,4,0.6667
05085,2016,4,0.6667,4,0.6667
05085,2017,4,0.6667,4,0.6667
05085,2018,4,0.6667,4,0.6667
05085,2019,4,0.6667,4,0.6667
05085,2020,4,0.6667,4,0.6667
05085,2021,4,0.6667,4,0.6667
05085,2022,4,0.6667,4,0.6667
05085,2023,4,0.6667,4,0.6667
05087,2008,3,0.4286,3,0.4286
05087,2009,3,0.4286,3,0.4286
05087,2010,3,0.4286,3,0.4286
05087,2011,3,0.4286,3,0.4286
05087,2012,4,0.5714,4,0.5714
05087,2013,4,0.5714,4,0.5714
05087,2014,4,0.5714,4,0.5714
05087,2015,4,0.5714,4,0.5714
05087,2016,4,0.5714,4,0.5714
05087,2017,4,0.5714,4,0.5714
05087,2018,4,0.5714,4,0.5714
05087,2019,4,0.5714,4,0.5714
05087,2020,4,0.5714,4,0.5714
05087,2021,4,0.5714,4,0.5714
05087,2022,4,0.5714,4,0.5714
05087,2023,4,0.5714,4,0.5714
05089,2008,1,0.3333,3,0.6
05089,2009,1,0.3333,3,0.6
05089,2010,2,0.6667,4,0.8
05089,2011,2,0.6667,4,0.8
05089,2012,2,0.6667,4,0.8
05089,2013,2,0.6667,4,0.8
05089,2014,2,0.6667,4,0.8
05089,2015,2,0.6667,4,0.8
05089,2016,2,0.6667,4,0.8
05089,2017,2,0.6667,4,0.8
05089,2018,2,0.6667,4,0.8
05089,2019,2,0.6667,4,0.8
05089,2020,2,0.6667,4,0.8
05089,2021,2,0.6667,4,0.8
05089,2022,2,0.6667,4,0.8
05089,2023,2,0.6667,4,0.8
05091,2008,0,0.0,2,0.2857
05091,2009,0,0.0,2,0.2857
05091,2010,0,0.0,2,0.2857
05091,2011,0,0.0,2,0.2857
05091,2012,0,0.0,2,0.2857
05091,2013,0,0.0,4,0.5714
05091,2014,0,0.0,4,0.5714
05091,2015,0,0.0,4,0.5714
05091,2016,1,0.3333,5,0.7143
05091,2017,1,0.3333,5,0.7143
05091,2018,1,0.3333,5,0.7143
05091,2019,1,0.3333,5,0.7143
05091,2020,1,0.3333,5,0.7143
05091,2021,1,0.3333,5,0.7143
05091,2022,1,0.3333,5,0.7143
05091,2023,1,0.3333,5,0.7143
